chemical	disease1	disease2
33876	16083	2095
62481	16083	2095
11728	32267	2146
8772	54208	2158
8772	5451	2158
13532	32267	2168
61770	32267	2168
57666	6041	2174
35730	42165	2174
31447	36472	2174
49120	36472	2174
301	36472	2174
35730	36472	2174
35730	57605	2174
31760	57605	2174
31447	7702	2174
39042	7702	2174
31760	7702	2174
35123	7937	2177
3562	61950	2192
47749	61950	2192
5357	61950	2192
3562	7095	2192
47749	7095	2192
5357	7095	2192
9920	20926	2203
14051	20926	2203
30868	33178	2220
30868	32267	2220
42279	32267	2220
60276	24837	2229
5193	3406	2256
30506	44880	2256
31757	44880	2256
38047	44880	2256
5193	44880	2256
3562	4840	2279
30868	32267	2283
48138	34104	2300
60235	18400	2326
3562	18400	2326
8772	49334	2346
8772	33178	2346
50004	7702	2398
12787	7702	2398
24869	7702	2398
19552	7702	2398
50004	47778	2398
24869	47778	2398
52194	47778	2398
50004	57605	2398
12787	57605	2398
24869	57605	2398
59775	39387	2404
56824	39387	2404
3562	39387	2404
56824	32448	2404
3562	32448	2404
56824	60089	2404
3562	55315	2404
62044	32267	2404
59775	32267	2404
41663	32267	2404
56824	32267	2404
3562	32267	2404
8772	32267	2462
41595	32267	2462
8772	10160	2462
8772	6956	2464
43008	32588	2464
10716	32588	2464
8772	32588	2464
3562	32588	2464
25604	32267	2464
60747	32267	2464
34917	32267	2464
27185	32267	2464
43008	32267	2464
28740	32267	2464
56120	32267	2464
12568	32267	2464
3863	32267	2464
10716	32267	2464
8772	32267	2464
3562	32267	2464
43008	41537	2464
3562	41537	2464
47749	49334	2466
5357	49334	2466
27757	35629	2477
24035	35629	2477
55658	32267	2495
48042	32267	2495
10473	32267	2495
30122	32267	2495
35568	32267	2495
24869	32267	2495
58188	32267	2495
19135	32267	2495
3562	32267	2495
15887	32267	2495
16741	32267	2495
229	32267	2495
55658	61025	2495
43755	61025	2495
45193	61025	2495
48042	61025	2495
30122	61025	2495
39800	61025	2495
35568	61025	2495
24869	61025	2495
58188	61025	2495
19135	61025	2495
29192	61025	2495
13257	61025	2495
3562	61025	2495
32805	61025	2495
35568	34205	2495
3562	34205	2495
10198	34205	2495
57485	34205	2495
16741	34205	2495
229	34205	2495
55658	55400	2495
48042	55400	2495
54348	55400	2495
35568	55400	2495
297	55400	2495
19135	55400	2495
3562	55400	2495
43755	26538	2495
58188	26538	2495
19135	26538	2495
13257	26538	2495
32805	26538	2495
57485	26538	2495
16741	26538	2495
30122	11789	2495
35568	11789	2495
3562	11789	2495
39800	2516	2495
35568	2516	2495
58188	2516	2495
19135	2516	2495
3562	2516	2495
10473	46193	2495
35568	46193	2495
58188	46193	2495
3562	46193	2495
57485	46193	2495
51131	53691	2495
30122	53691	2495
3562	53691	2495
3562	26776	2495
16741	52982	2495
35568	50807	2495
3562	50807	2495
30122	12084	2495
35568	12084	2495
43755	43311	2495
40148	13778	2499
619	13778	2499
2540	62921	2499
17358	62921	2499
31447	25075	2499
13120	25075	2499
61665	25075	2499
10800	25075	2499
13120	45167	2499
10800	45167	2499
58188	58853	2499
1076	58853	2499
1802	49897	2499
3562	49897	2499
18958	49897	2499
46821	30787	2499
3562	30787	2499
3562	36732	2499
2778	36732	2499
58188	36732	2499
61124	53532	2499
13120	53532	2499
3562	53532	2499
61665	53532	2499
10800	53532	2499
40148	48942	2499
52315	48942	2499
2778	48942	2499
61665	48942	2499
10800	48942	2499
1802	21808	2499
19135	21808	2499
61665	21808	2499
10800	21808	2499
46821	12998	2499
1802	12998	2499
24607	12998	2499
3562	12998	2499
2778	12998	2499
58188	12998	2499
50674	12998	2499
61665	12998	2499
8632	12998	2499
24437	28987	2499
13120	28987	2499
61982	28987	2499
13120	27249	2499
5140	27249	2499
27363	27249	2499
53439	27249	2499
51934	27249	2499
52315	27249	2499
3562	27249	2499
19135	27249	2499
56974	27249	2499
61665	27249	2499
10800	27249	2499
18958	27249	2499
17358	27249	2499
27363	44260	2499
53439	44260	2499
33771	44260	2499
51934	44260	2499
2778	44260	2499
58188	44260	2499
19135	44260	2499
61665	44260	2499
18958	44260	2499
17358	44260	2499
53455	1461	2499
1802	1461	2499
3562	1461	2499
2778	1461	2499
58188	1461	2499
15237	1461	2499
56974	1461	2499
61665	1461	2499
10800	1461	2499
18958	1461	2499
1076	12036	2499
61665	12036	2499
18958	12036	2499
13120	20282	2499
27363	20282	2499
1802	20282	2499
51934	20282	2499
24607	20282	2499
61982	20282	2499
19135	20282	2499
61665	20282	2499
13120	42738	2499
59442	42738	2499
53455	42738	2499
2540	42738	2499
40148	42738	2499
46821	42738	2499
61176	42738	2499
52315	42738	2499
3562	42738	2499
61982	42738	2499
2778	42738	2499
58188	42738	2499
19135	42738	2499
61665	42738	2499
10800	42738	2499
18958	42738	2499
13120	26555	2499
5140	26555	2499
27363	26555	2499
1802	26555	2499
3562	26555	2499
61982	26555	2499
2778	26555	2499
58188	26555	2499
19135	26555	2499
61665	26555	2499
18958	26555	2499
13120	32267	2499
5140	32267	2499
625	32267	2499
46821	32267	2499
9282	32267	2499
61176	32267	2499
1802	32267	2499
3562	32267	2499
61982	32267	2499
58188	32267	2499
19135	32267	2499
56974	32267	2499
50674	32267	2499
61665	32267	2499
46898	32267	2499
45166	32267	2499
8632	32267	2499
10800	32267	2499
18958	32267	2499
17358	32267	2499
13120	27594	2499
46821	27594	2499
24607	27594	2499
3562	27594	2499
2778	27594	2499
58188	27594	2499
8632	27594	2499
13120	59745	2499
2540	59745	2499
46821	59745	2499
25715	59745	2499
1802	59745	2499
52315	59745	2499
24607	59745	2499
3562	59745	2499
61982	59745	2499
2778	59745	2499
19135	59745	2499
8632	59745	2499
10800	59745	2499
13120	25298	2499
2540	25298	2499
53439	25298	2499
625	25298	2499
1802	25298	2499
51934	25298	2499
11000	25298	2499
61982	25298	2499
58188	25298	2499
19135	25298	2499
53322	25298	2499
56974	25298	2499
61665	25298	2499
17358	25298	2499
37698	39449	2508
42185	39449	2508
5357	32267	2510
5357	29166	2510
6411	45882	2515
37640	45882	2515
5190	39897	2515
46516	39897	2515
30302	39897	2515
37640	39897	2515
6411	32267	2515
54883	32267	2515
33126	32267	2515
5190	32267	2515
46516	32267	2515
46047	32267	2515
30302	32267	2515
37640	32267	2515
49591	32267	2515
54883	62538	2515
46516	62538	2515
52194	33503	2516
3562	33503	2516
22652	60687	2516
24035	5793	2516
35568	5793	2516
3562	5793	2516
35568	142	2516
3562	142	2516
50082	23673	2516
3562	23673	2516
35568	30200	2516
46821	30200	2516
3562	30200	2516
3562	49897	2516
50082	18666	2516
3562	3143	2516
52194	29754	2516
2528	29754	2516
3562	29754	2516
35568	12349	2516
20824	12349	2516
3562	12349	2516
10122	39108	2516
40934	39108	2516
34421	39108	2516
52304	39108	2516
20759	39108	2516
24035	39108	2516
61665	39108	2516
16156	39108	2516
35568	39108	2516
46821	39108	2516
20824	39108	2516
3562	39108	2516
58188	13626	2516
53882	13626	2516
56632	13626	2516
35568	13626	2516
3562	13626	2516
61665	2848	2516
35568	2848	2516
24035	17606	2516
35568	17606	2516
46821	17606	2516
2528	17606	2516
3562	17606	2516
3562	45560	2516
19135	10267	2516
58188	10267	2516
24035	10267	2516
61665	10267	2516
35568	10267	2516
3562	10267	2516
58188	12998	2516
24035	12998	2516
61665	12998	2516
35568	12998	2516
46821	12998	2516
2528	12998	2516
3562	12998	2516
19135	49034	2516
32253	49034	2516
33390	49034	2516
13120	49034	2516
24035	49034	2516
61665	49034	2516
17674	49034	2516
46821	49034	2516
20824	49034	2516
2528	49034	2516
3562	49034	2516
63070	8321	2516
10122	8321	2516
19135	8321	2516
58188	8321	2516
32253	8321	2516
40934	8321	2516
33390	8321	2516
61982	8321	2516
39800	8321	2516
16612	8321	2516
20759	8321	2516
13120	8321	2516
56632	8321	2516
45179	8321	2516
24035	8321	2516
61665	8321	2516
28703	8321	2516
16156	8321	2516
35568	8321	2516
46821	8321	2516
52194	8321	2516
20824	8321	2516
43008	8321	2516
2528	8321	2516
37427	8321	2516
45431	8321	2516
3562	8321	2516
13596	8321	2516
10122	9907	2516
45179	9907	2516
343	9907	2516
16156	9907	2516
35568	9907	2516
52194	9907	2516
2528	9907	2516
3562	9907	2516
58188	3665	2516
5932	3665	2516
33390	3665	2516
56632	3665	2516
50082	3665	2516
35568	3665	2516
46821	3665	2516
52194	3665	2516
43008	3665	2516
2528	3665	2516
3562	3665	2516
10122	30175	2516
45179	30175	2516
50082	30175	2516
442	30175	2516
16156	30175	2516
35568	30175	2516
46821	30175	2516
2528	30175	2516
3562	30175	2516
16156	57774	2516
35996	57774	2516
35568	57774	2516
46821	57774	2516
2528	57774	2516
3562	57774	2516
61982	22030	2516
20759	22030	2516
13120	22030	2516
35568	22030	2516
46821	22030	2516
52194	22030	2516
20824	22030	2516
2528	22030	2516
3562	22030	2516
45179	56354	2516
43008	56354	2516
2528	56354	2516
3562	56354	2516
19135	2495	2516
58188	2495	2516
39800	2495	2516
35568	2495	2516
3562	2495	2516
33390	10829	2516
61665	10829	2516
24035	62600	2516
35996	62600	2516
35568	62600	2516
2528	62600	2516
3562	62600	2516
8772	62356	2530
57502	62356	2530
58380	62356	2530
9018	62356	2530
42220	62356	2530
8772	32267	2530
57502	32267	2530
58380	32267	2530
9018	32267	2530
42220	32267	2530
8772	39387	2530
58380	39387	2530
9018	39387	2530
1428	39108	2537
3562	39108	2537
110	46710	2537
3562	46710	2537
17694	46710	2537
17694	29548	2537
11751	34543	2545
48845	11501	2545
8772	40424	2569
24636	56059	2569
29661	36559	2569
8772	36559	2569
46377	32267	2569
24636	32267	2569
55742	32267	2569
436	32267	2569
7922	32267	2569
29661	32267	2569
35568	32267	2569
8772	32267	2569
10501	32267	2569
24636	46982	2569
35568	46982	2569
10501	46982	2569
35568	46193	2588
2778	46193	2588
58188	46193	2588
3562	46193	2588
58380	20926	2594
58380	16610	2594
58380	32267	2594
7470	32267	2594
26595	48303	2606
24636	62356	2638
10122	62356	2638
46377	62356	2638
13427	62356	2638
56299	62356	2638
14439	62356	2638
23980	62356	2638
46172	62356	2638
26975	62356	2638
45179	62356	2638
24636	55315	2638
10122	55315	2638
46377	55315	2638
13427	55315	2638
14439	55315	2638
45179	55315	2638
10122	39387	2638
13427	39387	2638
56299	39387	2638
14439	39387	2638
43008	39387	2638
26975	39387	2638
45179	39387	2638
10122	25331	2638
13427	25331	2638
14439	25331	2638
46172	25331	2638
16138	30145	2648
8772	30145	2648
26975	32267	2648
16138	32267	2648
31866	32267	2648
8772	32267	2648
41401	47390	2651
3562	32267	2651
41401	32267	2651
36709	32267	2651
62225	32267	2651
3562	60817	2651
8772	53880	2654
18958	41479	2678
18958	33618	2678
33203	27330	2687
59202	27330	2687
52194	1515	2695
3562	1515	2695
57830	32267	2695
52194	32267	2695
40407	32267	2695
30764	32267	2695
24790	32267	2695
5126	32267	2695
48693	32267	2695
4892	32267	2695
3562	32267	2695
28978	9509	2711
35568	9509	2711
24437	9399	2717
45969	44322	2757
4476	44322	2757
47406	29309	2757
45969	29309	2757
31449	32267	2759
32149	9805	2769
50702	9805	2769
50702	17918	2769
50702	27676	2769
46821	49513	2769
3562	49513	2769
33249	49513	2769
50702	49513	2769
3562	61025	2769
33249	61025	2769
5791	61025	2769
50702	61025	2769
50082	21919	2785
10473	54861	2785
24486	54861	2785
50082	54861	2785
24486	49139	2785
3562	49139	2785
20824	60394	2785
3562	60394	2785
3562	62252	2785
3562	5290	2785
34615	6466	2785
24035	48314	2785
35568	59756	2785
24035	59756	2785
3562	59756	2785
46821	54955	2785
35568	54955	2785
3562	54955	2785
10473	8480	2785
30122	8480	2785
50082	8480	2785
29484	8480	2785
11728	44449	2785
27757	44449	2785
6505	44449	2785
46821	44449	2785
10473	44449	2785
10501	44449	2785
30122	44449	2785
45431	44449	2785
43008	44449	2785
29484	44449	2785
24035	44449	2785
3767	44449	2785
3562	44449	2785
10473	62600	2785
10501	62600	2785
30122	62600	2785
35568	62600	2785
35996	62600	2785
24035	62600	2785
3562	62600	2785
51246	34679	2785
3562	34679	2785
11728	8748	2785
30868	8748	2785
50093	8748	2785
10501	8748	2785
30122	8748	2785
50082	8748	2785
38008	8748	2785
11728	16083	2785
27757	16083	2785
46821	16083	2785
10473	16083	2785
25722	16083	2785
30122	16083	2785
24486	16083	2785
38862	16083	2785
50082	16083	2785
43008	16083	2785
34615	16083	2785
33190	16083	2785
51246	16083	2785
52194	16083	2785
3767	16083	2785
3562	16083	2785
43008	3594	2785
59263	3594	2785
34615	3594	2785
24035	3594	2785
3562	3594	2785
46821	47778	2785
30122	47778	2785
35568	47778	2785
24035	47778	2785
52194	47778	2785
3562	47778	2785
11728	21829	2785
35568	21829	2785
3562	21829	2785
11728	43572	2785
30868	43572	2785
46821	43572	2785
50093	43572	2785
10501	43572	2785
30122	43572	2785
45431	43572	2785
50082	43572	2785
10122	43572	2785
35568	43572	2785
38008	43572	2785
3562	43572	2785
10473	14850	2785
10501	14850	2785
30122	14850	2785
50082	14850	2785
29484	14850	2785
3562	14850	2785
30122	50767	2785
62750	50767	2785
20824	50767	2785
3562	50767	2785
11728	33178	2785
27757	33178	2785
28740	33178	2785
30868	33178	2785
59297	33178	2785
10473	33178	2785
50093	33178	2785
10501	33178	2785
30122	33178	2785
45431	33178	2785
24486	33178	2785
59263	33178	2785
10122	33178	2785
35568	33178	2785
38008	33178	2785
13596	33178	2785
3562	33178	2785
27757	35629	2785
3357	35629	2785
46821	35629	2785
12132	35629	2785
10473	35629	2785
58188	35629	2785
52304	35629	2785
50093	35629	2785
25722	35629	2785
10501	35629	2785
30122	35629	2785
24486	35629	2785
50082	35629	2785
43008	35629	2785
10122	35629	2785
35568	35629	2785
34615	35629	2785
35996	35629	2785
24035	35629	2785
20824	35629	2785
54347	35629	2785
52194	35629	2785
3562	35629	2785
10473	34043	2785
35568	34043	2785
24035	34043	2785
3562	34043	2785
11728	8321	2785
44747	8321	2785
27757	8321	2785
48562	8321	2785
28740	8321	2785
46821	8321	2785
59297	8321	2785
58188	8321	2785
49767	8321	2785
50093	8321	2785
25722	8321	2785
10501	8321	2785
30122	8321	2785
45431	8321	2785
24486	8321	2785
43008	8321	2785
10122	8321	2785
35568	8321	2785
51246	8321	2785
13596	8321	2785
24035	8321	2785
58103	8321	2785
62750	8321	2785
20824	8321	2785
52194	8321	2785
3562	8321	2785
11728	36069	2785
27757	36069	2785
48562	36069	2785
28740	36069	2785
6505	36069	2785
3357	36069	2785
46821	36069	2785
39940	36069	2785
59297	36069	2785
10473	36069	2785
58188	36069	2785
49767	36069	2785
50093	36069	2785
10501	36069	2785
30122	36069	2785
45431	36069	2785
24486	36069	2785
50082	36069	2785
43008	36069	2785
10122	36069	2785
35568	36069	2785
35996	36069	2785
51246	36069	2785
38008	36069	2785
29484	36069	2785
13596	36069	2785
8402	36069	2785
58103	36069	2785
20824	36069	2785
52194	36069	2785
3767	36069	2785
3562	36069	2785
55365	59915	2839
55365	36434	2839
55365	47555	2839
55365	23268	2839
35568	9509	2848
30122	9509	2848
61665	9509	2848
35568	27594	2848
8632	27594	2848
30122	27594	2848
35568	2516	2848
61665	2516	2848
39414	32267	2858
48042	32267	2858
60975	32267	2858
60975	1451	2858
7369	21522	2861
30122	29866	2861
8847	29866	2861
42677	29866	2861
8847	58853	2861
8847	35140	2861
3562	15830	2861
7369	15214	2861
10800	52056	2861
3562	52056	2861
229	52056	2861
7369	52056	2861
32517	52056	2861
55376	52056	2861
3562	47778	2861
30122	47778	2861
229	47778	2861
60271	47778	2861
8847	17884	2861
20896	17884	2861
42677	17884	2861
33810	17884	2861
47019	58118	2861
3562	58118	2861
30122	58118	2861
7369	58118	2861
18214	58118	2861
8847	58118	2861
42677	58118	2861
55376	58118	2861
3562	9470	2861
7369	9470	2861
3562	49045	2861
55376	49045	2861
8847	6223	2861
20896	6223	2861
29767	22202	2861
8847	22202	2861
20896	22202	2861
42677	22202	2861
55376	22202	2861
55376	12036	2861
7369	25513	2861
16482	25513	2861
8847	25513	2861
20896	25513	2861
49037	38147	2874
41253	32267	2890
3562	32267	2890
6411	32267	2894
16156	32267	2894
8772	32267	2894
31925	32267	2905
50004	7702	2917
55292	7702	2917
24869	7702	2917
12787	7702	2917
32158	7702	2917
24486	36069	2929
24486	6525	2929
17358	62921	2933
58380	32267	2980
8772	32267	2982
17266	36069	2991
8772	32267	2999
5357	14225	3016
5357	32267	3016
62044	32267	3016
349	32267	3019
12632	7702	3054
3562	7702	3054
8074	7702	3054
48494	7702	3054
472	35030	3101
3515	35030	3101
47168	32267	3108
50485	32267	3108
29226	32267	3108
50173	32267	3108
4681	32267	3108
10473	32267	3108
24238	32267	3108
11728	32267	3108
34615	32267	3108
25261	32267	3120
39231	53499	3126
3562	20018	3126
39231	20018	3126
3562	2516	3143
45648	32267	3144
8772	32267	3144
41020	32267	3144
58315	32267	3144
12676	32267	3144
21695	32267	3171
10559	32267	3171
32669	38102	3214
47625	56896	3215
48028	34550	3216
48028	32267	3216
38293	42114	3219
28307	42114	3219
15098	42114	3219
31005	42114	3219
2518	42114	3219
15493	42114	3219
38293	12175	3219
2518	12175	3219
35764	45612	3254
60018	45612	3254
8866	34920	3254
60018	34920	3254
35764	32267	3254
12258	32267	3254
51486	32267	3254
8866	32267	3254
25286	32267	3254
60018	32267	3254
32747	32267	3254
17504	32267	3254
38733	32267	3257
55702	42738	3276
31006	42738	3276
3562	33790	3312
10239	29136	3335
58380	29136	3335
60747	8321	3336
3562	17438	3390
38008	17438	3390
11728	15060	3390
13596	55795	3390
45179	55795	3390
55852	54918	3390
13596	54918	3390
22375	54918	3390
16138	54918	3390
10122	54918	3390
45179	54918	3390
55986	32267	3390
3562	32267	3390
23426	32267	3390
27474	32267	3390
57758	32267	3390
55852	32267	3390
15202	32267	3390
5365	32267	3390
8068	32267	3390
19407	32267	3390
19951	32267	3390
12676	32267	3390
10305	32267	3390
29592	32267	3390
13596	32267	3390
5759	32267	3390
11728	32267	3390
18537	32267	3390
25217	32267	3390
19363	32267	3390
36514	32267	3390
22375	32267	3390
46451	32267	3390
38008	32267	3390
55896	32267	3390
14439	32267	3390
3299	32267	3390
343	32267	3390
16138	32267	3390
10122	32267	3390
42485	32267	3390
61541	32267	3390
45179	32267	3390
27474	62356	3390
15202	62356	3390
19407	62356	3390
12676	62356	3390
10305	62356	3390
13596	62356	3390
11728	62356	3390
25217	62356	3390
19363	62356	3390
22375	62356	3390
46451	62356	3390
14439	62356	3390
343	62356	3390
16138	62356	3390
10122	62356	3390
45179	62356	3390
3562	55315	3390
27474	55315	3390
15202	55315	3390
19407	55315	3390
12676	55315	3390
10305	55315	3390
13596	55315	3390
11728	55315	3390
25217	55315	3390
19363	55315	3390
22375	55315	3390
38008	55315	3390
14439	55315	3390
343	55315	3390
10122	55315	3390
45179	55315	3390
3562	28365	3390
10305	28365	3390
11728	28365	3390
14439	28365	3390
343	28365	3390
16138	28365	3390
45179	28365	3390
3562	53713	3390
27474	53713	3390
15202	53713	3390
10305	53713	3390
18537	53713	3390
19363	53713	3390
22375	53713	3390
14439	53713	3390
343	53713	3390
16138	53713	3390
3562	26955	3390
5365	26955	3390
8068	26955	3390
16138	26955	3390
55986	9907	3390
3562	9907	3390
27474	9907	3390
15202	9907	3390
10305	9907	3390
11728	9907	3390
19363	9907	3390
22375	9907	3390
55896	9907	3390
343	9907	3390
16138	9907	3390
10122	9907	3390
45179	9907	3390
3562	33178	3390
27474	33178	3390
15202	33178	3390
19407	33178	3390
10305	33178	3390
13596	33178	3390
11728	33178	3390
18537	33178	3390
19363	33178	3390
38008	33178	3390
14439	33178	3390
343	33178	3390
16138	33178	3390
10122	33178	3390
45179	33178	3390
3562	16875	3390
27474	16875	3390
15202	16875	3390
10305	16875	3390
11728	16875	3390
19363	16875	3390
46451	16875	3390
343	16875	3390
16138	16875	3390
10122	16875	3390
45179	16875	3390
11728	37774	3390
14439	37774	3390
16138	37774	3390
45179	37774	3390
58380	32267	3399
30122	32267	3399
3562	32267	3399
58380	36069	3399
30122	36069	3399
3562	36069	3399
26202	60883	3406
3562	36069	3406
5193	44880	3406
19139	44880	3406
3562	44880	3406
19908	44880	3406
59882	44880	3406
